,champion,voice_line,is_spoken,gender,role,win_rate,pick_rate,ban_rate,region
6871,Galio,Stone cold.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6872,Galio,Justice.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6873,Galio,Honor.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6874,Galio,We don't have to fight. Let's do though!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6875,Galio,I. EAT. MAGIC!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6876,Galio,"Hmhm, people break.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6877,Galio,Crunch!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6878,Galio,"Magic goes in, might comes out.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6879,Galio,Good thing I don't bleed.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6880,Galio,"Excuse me, but... which king are we on now?",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6881,Galio,"Fight me, small warrior person!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6882,Galio,Go time!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6883,Galio,Not a fair fight.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6884,Galio,So many things to squash!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6885,Galio,Wanna go?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6886,Galio,Bring it.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6887,Galio,So... what do you people do when you're not fighting?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6888,Galio,You're going to need some mending.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6889,Galio,Galio does the chicken dance.,False,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6890,Galio,Galio laughs.,False,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6891,Galio,"I came to chew bubblegum and kick butt, and I'm all out of butt.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6892,Galio,My middle name is Justice. Galio Justice Justice.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6893,Galio,Hmph. Good thing I don't have ears.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6894,Galio,Smash.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6895,Galio,Who wants to get protected?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6896,Galio,Apparently I'm some sort of big deal.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6897,Galio,At last a change of scenery!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6898,Galio,"I sleep, I wake, I break things",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6899,Galio,"They made me to stop magic, and yet I hate when it's gone.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6900,Galio,"I am not going back on the pedestal, not yet... ",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6901,Galio,"I always wonder what lies beyond this land. Something to fight, I hope.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6902,Galio,"I know, it's completely unfair. I didn't ask to be this impressive.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6903,Galio,I wish they'd chisel me a friend. Someone who won't break!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6904,Galio,Tragedy is worse when you can do nothing about it.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6905,Galio,"The guy that made me, he was pretty good right?",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6906,Galio,Somehow I always end up in the center of everything.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6907,Galio,"Hmm, must be some powerful magic around here.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6908,Galio,"I might be made of stone, but that doesn't mean my heart is.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6909,Galio,"Hahaha, majestic? Is that what I'm supposed to be?",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6910,Galio,"Whoa, I didn't know I had a tail!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6911,Galio,"I've seen much, not sure I understand it but... it... it happened.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6912,Galio,"Ahh, feels good to stretch my wings.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6913,Galio,I don't wake up 'til its time to squash something and I'm awake right now.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6914,Galio,"Let someone else be a statue, I got stuff to do.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6915,Galio,I'd like to apologize in advance for ruining this place.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6916,Galio,People are funny. They pass beneath me doing the same thing day after day.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6917,Galio,Know of any battles? Just looking to get my wings dirty.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6918,Galio,"As a symbol of this great nation, I say... let's go mess up some mages!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6919,Galio,I've got a high tolerance for magic. Takes a lot for me to feel it.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6920,Galio,"You know what's hard about fighting? Nothing! Come on, I'm made of stone.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6921,Galio,"Back to sleep, then... ",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6922,Galio,Time to make an impact!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6923,Galio,"People are funny. They all say the same thing, ""But I was a good person!""",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6924,Galio,"I didn't choose to come to life, but I definitely prefer it.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6925,Galio,Yes!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6926,Galio,"Do I get to crush that? Oh, please say yes!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6927,Galio,"I'm supposed to be a symbol. Of what, I'm not so sure.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6928,Galio,I love Demacia! It's the only place I've been.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6929,Galio,One people year is fifty Galio-years.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6930,Galio,"I'm a big man, with big needs.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6931,Galio,People live such tiny lives!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6932,Galio,Let me do the heavy lifting.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6933,Galio,"I haven't been to many places, so I might as well like this one.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6934,Galio,I fell in love with a crag-beast once. Oh... wasn't meant to be.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6935,Galio,"They say I'm all made of petricite, I say I'm all guts!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6936,Galio,What should I break next?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6937,Galio,Which way's the fun?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6938,Galio,Going to sleep means saying goodbye.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6939,Galio,They just don't make doorways big enough.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6940,Galio,"I don't know why life chose me, but I'm glad it did.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6941,Galio,"I'm going, you try moving three hundred tons.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6942,Galio,"Ah, the world, it goes by in a flash.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6943,Galio,"I love walking, it sounds like thunder!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6944,Galio,The best offense is a good magic absorbing colossus.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6945,Galio,The best defense is me.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6946,Galio,People vanish! And new ones take their places! It must be magic.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6947,Galio,I fought a house once. I'm pretty sure I won.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6948,Galio,I don't break easy.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6949,Galio,"Ah, mages. I love the way they squish.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6950,Galio,Can someone please get the pigeons out of my head?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6951,Galio,It's not easy when everyone looks up to you.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6952,Galio,Let's move! I've got people to inspire!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6953,Galio,"It's hard to be a symbol, when you've got a soul.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6954,Galio,It's time to move! Shake off the moss.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6955,Galio,It's punch o'clock!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6956,Galio,"Get behind me, huddled masses!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6957,Galio,"At last, a worthy opponent.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6958,Galio,"Glacial? Oh, that sounds big.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6959,Galio,A paginated collection of words!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6960,Galio,"A book! Oh, just need someone to turn the pages for me.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6961,Galio,Smashing power amplified!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6962,Galio,"Eh, never been much of a reader.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6963,Galio,Cloth will protect my rock hard skin!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6964,Galio,"Armour, kinda makes you feel like you're made of stone.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6965,Galio,"Hmm... it doesn't fit. Well, guess I'll just hold it.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6966,Galio,Can I exchange this for a size seven-thousand?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6967,Galio,To plug my cracks.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6968,Galio,Hmm... looks red.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6969,Galio,Haha! Tiny.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6970,Galio,That builds INTO something.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6971,Galio,I don't know what this is. I bet it's great though!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6972,Galio,Hmm... doesn't come with instructions.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6973,Galio,"Hehehe, I like buying person things.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6974,Galio,"Hahahaha, did we win yet?",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6975,Galio,Who's still standing?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6976,Galio,"Ooh, that was glorious.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6977,Galio,"Squish, squish, squish!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6978,Galio,Oops! Friendly fire.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6979,Galio,Next!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6980,Galio,Splat.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6981,Galio,Like a bug.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6982,Galio,Vanquished!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6983,Galio,From the frozen loom! Whatever that is.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6984,Galio,"Protect me, tiny ice shield!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6985,Galio,"Haha, ice fist!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6986,Galio,"Unleash your power, magic frozen fist!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6987,Galio,I am chiselled anew.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6988,Galio,"Well, hello there, handsome.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6989,Galio,What happened? Was it a frost troll again?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6990,Galio,"Well, we lost that one. Let's go fight something else!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6991,Galio,"Okay, new battle!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6992,Galio,"Ah, how'd I get back here?",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6993,Galio,How long was I out?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6994,Galio,I am cracked... ,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6995,Galio,Mend... me... ,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6996,Galio,I... crumble... ,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6997,Galio,Galio 'sings' while cooking some chicken wings.,False,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6998,Galio,Need a break from clobbering.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
6999,Galio,Squish.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7000,Galio,Demacia calls.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7001,Galio,Phew! I'm tired of punching.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7002,Galio,"Everyone stay put, I'll be right back.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7003,Galio,"Oh, I hate to miss out on the action... ",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7004,Galio,"I know, I'll wear it as a ring!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7005,Galio,Looks dangerous... let's fire it up!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7006,Galio,Belt's a... little tight.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7007,Galio,Might need to loosen that a few hundred notches.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7008,Galio,I'll use it as a toothpick!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7009,Galio,This is perfect! I too am very old.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7010,Galio,"Rod of Ages? Hm, sounds old.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7011,Galio,"Make me stronger, purple zapping stick!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7012,Galio,Punchy spikes!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7013,Galio,Time for some fresh mortar.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7014,Galio,"Eww, dead guy in my toes.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7015,Galio,"So cold, yet it makes me feel all warm inside.",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7016,Galio,Galio laughs,False,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7017,Galio,"Haha, come here!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7018,Galio,"Don't have long, let's fight!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7019,Galio,Goin' somewhere?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7020,Galio,Both wings!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7021,Galio,Whiff!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7022,Galio,Wind!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7023,Galio,Flap!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7024,Galio,Blow it down!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7025,Galio,Feel the breeze!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7026,Galio,Wing punch!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7027,Galio,Feel the whoosh!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7028,Galio,Wing blast!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7029,Galio,Let's get rowdy!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7030,Galio,Yes... now that's a fellow I can punch!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7031,Galio,"Greetings fellow large thing, let's fight!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7032,Galio,"Hello beautiful, what are you doing here?",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7033,Galio,My wings versus yours. Let's go!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7034,Galio,"Let us make violence, fellow rock man!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7035,Galio,It's like a weaker version of me.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7036,Galio,You're a sentinel? I'm a sentinel! We should fight!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7037,Galio,"Heh, stone on stone!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7038,Galio,What are you looking at?,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7039,Galio,There is only room for one of us.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7040,Galio,"Hi, everybody!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7041,Galio,I got the big guy!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7042,Galio,"Well met, giant zapping man!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7043,Galio,Now this will be a fight for the ages.,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7044,Galio,I can take it!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7045,Galio,"My wings, your face!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7046,Galio,Fight me! Now!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7047,Galio,Smash!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7048,Galio,That's it!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7049,Galio,Pick on someone my size!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7050,Galio,Big blast!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7051,Galio,And back!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7052,Galio,Hammer fist!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7053,Galio,Freedom punch!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7054,Galio,To your face!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7055,Galio,Knuckle up!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7056,Galio,Haymaker!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7057,Galio,Lights out!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7058,Galio,Bustin' heads!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7059,Galio,Crack!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7060,Galio,Get your guard up!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7061,Galio,Fist!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7062,Galio,Take your shot!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7063,Galio,I'll take you all on!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7064,Galio,Come get some!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7065,Galio,"Let's do this, then!",True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7066,Galio,Take the first swing!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7067,Galio,Whammo!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7068,Galio,Right!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7069,Galio,To the chin!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7070,Galio,Better bite down!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7071,Galio,Punch!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7072,Galio,Aha!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7073,Galio,Uppercut!,True,LGBTQIA+,"Tank, Mage",49.15%,2.5%,0.39%,Demacia
7074,Gangplank,Legendary!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7075,Gangplank,An enemy's on a killing spree!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7076,Gangplank,The enemy's gaining steam!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7077,Gangplank,Enemy rampage!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7078,Gangplank,The enemy's on a rampage!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7079,Gangplank,Take out that enemy!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7080,Gangplank,Don't mistake 'em for swabs!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7081,Gangplank,An enemy is dominating!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7082,Gangplank,An enemy's unstoppable!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7083,Gangplank,You're up against a legend!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7084,Gangplank,The enemy is godlike!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7085,Gangplank,The enemy's legendary!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7086,Gangplank,Shut down!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7087,Gangplank,Nnng... who do they think they are?!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7088,Gangplank,The cowards are leaking!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7089,Gangplank,Dominating!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7090,Gangplank,Drown them all!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7091,Gangplank,Chum the seas!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7092,Gangplank,Pile the corpses!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7093,Gangplank,Split 'em open!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7094,Gangplank,Fill 'em with iron!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7095,Gangplank,"They never tire of dying, ha ha!",True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7096,Gangplank,Bring back his hide!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7097,Gangplank,Leave no doubt!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7098,Gangplank,Toss 'em overboard!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7099,Gangplank,The fools just keep coming!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7100,Gangplank,Cut out their eyes!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7101,Gangplank,Shut down! Tides always turn!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7102,Gangplank,Use their fear!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7103,Gangplank,Godlike!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7104,Gangplank,Everything's got an end!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7105,Gangplank,You put an end to that dragon!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7106,Gangplank,Your turret's in splinters!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
7107,Gangplank,They chopped up that dragon!,True,Male,Fighter,47.77%,8.99%,12.33%,Bilgewater
