champion,voice_line,is_spoken
Ivern,Everyone is someone's favorite candy bar.,True
Ivern,"Oh, the sun's making me awfully melty.",True
Ivern,In butterscotch we trust.,True
Ivern,Cake makes any meeting a party.,True
Ivern,"""Pastries and pies hate waiting for people to finish supper.",False
Ivern,Never trust a jelly roll to do a donut job.,True
Ivern,Pudding is meant to be stirred.,True
Ivern,I have never met a jelly bean I didn't love.,True
Ivern,"I am never lost in the wilderness... hehe, only in conversations.",True
Ivern,Potatoes are always watching.,True
Ivern,Nothing beats the smell of vegetation.,True
Ivern,"Hm, now where did I leave my roots?",True
Ivern,The cleverness of mushrooms always surprises me!,True
Ivern,I wonder what the ducks are plotting today.,True
Ivern,I want to put my toes in the river.,True
Ivern,No-one who wanders is every truly lost.,True
Ivern,It's reassuring how alone we aren't.,True
Ivern,I get the feeling dragons don't like me too much. Oh well.,True
Ivern,That creature is not of this world.,True
Ivern,Why aren't dragons and void beasts friendlier?,True
Ivern,Dragons and void beasts are beyond my aid.,True
Ivern,Brambleback always has the best jokes!,True
Ivern,"Brambleback, remember the Kumungu affair? I still think it was your fault.",True
Ivern,"Brambleback, thanks for helping the beavers move their lodge.",True
Ivern,"I'm telling you, Blue, you and Daisy would make a cute couple.",True
Ivern,"Don't fret, Blue. Moss builds character.",True
Ivern,"And how are the pebbles, Blue?",True
Ivern,"Poor thing, who bent your antenna?",True
Ivern,"Found any good crawdads lately, Scuttles? Let me know if you do.",True
Ivern,"I know I still owe you some razor clams, Scuttles. You know I'm good for it.",True
Ivern,"Lord Grompulous Kevin Ribbiton of Croaksworth. I am at your service, my liege.",True
Ivern,Gromp! The epitome of frogdom.,True
Ivern,"Krugs, you're a boulder amongst pebbles.",True
Ivern,Few understand the true spirit of the noble Krugs.,True
Ivern,"I loved your last story, Krugs! Really need to punch up act three, though.",True
Ivern,Have you heard the Crimson Raptor's singing? She's come a long way.,True
Ivern,When's the last time you had your beaks sharpened?,True
Ivern,Everyone needs to run with a wolf pack every now and then.,True
Ivern,"Wolves hate being alone, even the lone ones.",True
Ivern,"No, Wolves, we're not playing fetch now.",True
Ivern,"I told you to get that second head looked at, Wolfy.",True
Ivern,Hmm?,True
Ivern,Hmm.,True
Ivern,Oh.,True
Ivern,Ivern hums.,False
Ivern,I'm a treehugger! You should know that about me.,True
Ivern,Have an unusual day.,True
Ivern,You magnificent beast...,True
Ivern,Be grateful for the breeze and the grass beneath your feet.,True
Ivern,Let reverence for life take root in your heart.,True
Ivern,May the sun warm you all of your days.,True
Ivern,"All life is precious, yes... even yours.",True
Ivern,Life is so much more beautiful than death.,True
Ivern,Brambleback saved my life in Kumungu...,True
Ivern,"Finally, someone who understands nature like I do!",True
Ivern,"Mountain man, it's me! The tree guy!",True
Ivern,This could have passed.,True
Ivern,"Ivern: ""Are you going to Treemoot this year? I'm going to dress up as a sassafras!""",False
Ivern,"Obviously, you're not a gopher.",True
Ivern,No need to be so thorny.,True
Ivern,Good one!,True
Ivern,"Yes, you too.",True
Ivern,"Oh, you got me on that one!",True
Ivern,Have an Ivern-crisp apple. Don't ask how I make them.,True
Ivern,"Hm. Fragrant, with notes of wormwood.",True
Ivern,The druid abides.,True
Ivern,"Be grateful for this moment. And this one. Oh, and this one. Oh, and this one's good too!",True
Ivern,Worst part about being made of candy? Bugs.,True
Ivern,That's the funniest thing I've ever heard!,True
Ivern,That gets funnier every time I hear it.,True
Ivern,...than the mudloafers I've...,True
Ivern,Ivern laughs.,False
Ivern,Dedoo!,True
Ivern,Woosh!,True
Ivern,Hoo!,True
Ivern,Ivern sings.,False
Ivern,Hehe!,True
Ivern,Ooh!,True
Ivern,Whew!,True
Ivern,Haa!,True
Ivern,Uh!,True
Ivern,Huh!,True
Ivern,Hehehehe!,True
Ivern,Oops!,True
Ivern,Tehee!,True
Ivern,Switch to a greener path.,True
Ivern,Nature isn't always gentle.,True
Ivern,"Trust me, you need this.",True
Ivern,The scorpion must scorp.,True
Ivern,See the wonder!,True
Ivern,Huh. I can be thorny too.,True
Ivern,Let me help you grow.,True
Ivern,Wake up!,True
Ivern,"When a tree hits you, listen.",True
Ivern,Some buds need a little push to blossom.,True
Ivern,Turn a new leaf.,True
Ivern,You forced my limb.,True
Ivern,So this is how the scorpion feels.,True
Ivern,"It's okay, Gromp is a slow learner too.",True
Ivern,How very hornet of me.,True
Ivern,Harm revisits those who harm.,True
Ivern,Candy!,True
Ivern,Candy attack!,True
Ivern,There is always room for sweets.,True
Ivern,Glad you saved room for dessert.,True
Ivern,Be sweeter!,True
Ivern,Dessert is mandatory.,True
Ivern,"Watch out, licorice stings.",True
Ivern,This is bittersweet for me.,True
Ivern,I have marshmallow knuckles.,True
Ivern,Get ready for a toothache.,True
Ivern,Let's skip right to dessert.,True
Ivern,No one escapes the bonbon horde!,True
Ivern,Don't be so salty.,True
Ivern,Sprinkles never say die!,True
Ivern,"""My fists are named Sweet and Sour.",False
Ivern,My fists are named Cotton and Candy.,True
Ivern,It's raining peppermints!,True
Ivern,You are far too tart!,True
Ivern,This is how the scorpion feels.,True
Ivern,Trust me... You forced my limb.,True
Ivern,Who did that? It was me!,True
Ivern,No-one expects the sneaky clover.,True
Ivern,Pokey!,True
Ivern,The chameleons would be proud.,True
Ivern,Sneak attack!,True
Ivern,Where did that come from?,True
Ivern,"Uh, the ferns did it.",True
Ivern,Nature strikes unseen.,True
Ivern,Surprises sting the most.,True
Ivern,"Nothing in here but us, uh, stalks of grass!",True
Ivern,Poke!,True
Ivern,"Oh, hello.",True
Ivern,Hello?,True
Ivern,I gift my spark!,True
Ivern,Grant me your spirit.,True
Ivern,We are connected!,True
Ivern,Danger is coming.,True
Ivern,Do not linger here.,True
Ivern,Our spirits are one.,True
Ivern,Malice is afoot.,True
Ivern,We are one.,True
Ivern,Hunters overrun the forest.,True
Ivern,May you blossom.,True
Ivern,I am your friend!,True
Ivern,Everyone loves sugar.,True
Ivern,Enjoy a cinnamon heart.,True
Ivern,We all have a sweet tooth.,True
Ivern,Enjoy your treat!,True
Ivern,Have a mint!,True
Ivern,Candy calms all beasts.,True
Ivern,Share the sweetness!,True
Ivern,The world is a sweet place.,True
Ivern,Try some dessert.,True
Ivern,Candy melts if not share.,True
Ivern,Always replace whatever you take.,True
Ivern,Hurry! Get to safety!,True
Ivern,Nature gives so much more than it asks for in return.,True
Ivern,"To take, one must first learn to give.",True
Ivern,I will use your essence well.,True
Ivern,Say hi to your spawn for me!,True
Ivern,Glad you liked the treat.,True
Ivern,Love makes all candy sweeter.,True
Ivern,"Sugar and spice, and now you're nice.",True
Ivern,Take some baklava for the road.,True
Ivern,Come back later for the second helping.,True
Ivern,Thanks for the chocolate coins!,True
Ivern,Candy is sweetness and love.,True
Ivern,Candy trees grow... candy apples.,True
Ivern,We can all have cake and eat it too.,True
Ivern,I'm getting all sappy.,True
Ivern,You look just like my friend Daisy.,True
Ivern,"Stay calm, Blue.",True
Ivern,"You know me, Blue.",True
Ivern,"Blue, stunning as always.",True
Ivern,They want to take your essence! Hide!,True
Ivern,"You're my boy, Blue.",True
Ivern,"Thank you, Blue!",True
Ivern,I receive your power with gratitude.,True
Ivern,"Be peaceful, Brambleback.",True
Ivern,"Don't start fights, Brambleback.",True
Ivern,"Looking good, Brambleback.",True
Ivern,"You know me, Brambleback.",True
Ivern,"Red, Code Red! Flee!",True
Ivern,"Thank you, brother Brambleback!",True
Ivern,"See you later, Red!",True
Ivern,"Run, they seek to steal your fire!",True
Ivern,Red! It's the Kumungu affair all over again!,True
Ivern,"Sharing is caring, says the dung beetle.",True
Ivern,"Be valiant, like a honeybee.",True
Ivern,A gift from the forest.,True
Ivern,Given freely to those in need.,True
Ivern,"Scuttles, you're a gentlecrab and a scholar.",True
Ivern,"Scuttles, relax.",True
Ivern,"You know me, Scuttles.",True
Ivern,"I'll be back soon, Scuttles.",True
Ivern,"Thanks, Scuttles!",True
Ivern,Nothing escapes a Scuttle Crab's perception.,True
Ivern,"Scuttle, watch the river for me.",True
Ivern,"Scuttle, keep an eye on that suspicious extradimensional monstrosity, would you?",True
Ivern,"Quick, Scuttle Crab, hide!",True
Ivern,Gromp ribbit Gromp.,True
Ivern,"Top of the morning, Gromp.",True
Ivern,"Gromp, no leap races now!",True
Ivern,"You know me, Gromp.",True
Ivern,"Return to your pond, Gromp.",True
Ivern,"Hide, Gromp, I'll find you later.",True
Ivern,"Go in peace, friend.",True
Ivern,"Thank you, lord Gromp.",True
Ivern,"Hey, Krugs, how's the wife?",True
Ivern,"Krugs, bring it in for a cuddle.",True
Ivern,"Krugs, there's danger afoot.",True
Ivern,"May I come near, Krugs?",True
Ivern,"You know me, Krugs.",True
Ivern,"Thank you, Krugs.",True
Ivern,"Hide, Krugs, run back to your wife!",True
Ivern,Live to finish your tale.,True
Ivern,"Raptor friends! Looking good, guys!",True
Ivern,Have some bird seed.,True
Ivern,"You know me, Raptors.",True
Ivern,"Settle down, Raptors.",True
Ivern,Where did you Raptors get all this gold?,True
Ivern,I treasure this essence.,True
Ivern,"Fly along, now, danger is nigh!",True
Ivern,"Don't stay long, Wolves.",True
Ivern,"You know me, Wolves.",True
Ivern,"Wolves, be still.",True
Ivern,"Hunters on the prowl, run and hide!",True
Ivern,"Thank you, dear Wolves.",True
Ivern,We'll play fetch later.,True
Ivern,Woo! Haha.,True
Ivern,Woah!,True
Ivern,Bloom!,True
Ivern,Spring up!,True
Ivern,Sprout!,True
Ivern,Taffy!,True
Ivern,Sugarplum!,True
Ivern,Sweet!,True
Ivern,Nature's surprise!,True
Ivern,Be protected.,True
Ivern,Use this gift well.,True
Ivern,The forest protects us all.,True
Ivern,I've got two thumbs and a shield!,True
Ivern,Sometimes I need to treat myself.,True
Ivern,"Daisy, break up the fight!",True
Ivern,Meet my friend Daisy.,True
Ivern,"Daisy, up high!",True
Ivern,"High five, Daisy!",True
Ivern,"Daisy, gimme' some leaf!",True
Ivern,Daisy!,True
Ivern,"Daisy, high five!",True
Ivern,Daisy's really a gum ball at heart.,True
Ivern,"Don't worry, Daisy is very sweet.",True
Ivern,Daisy wants to know if you'd like one lump or two.,True
Ivern,"Daisy, pour some sugar on them.",True
Ivern,I think Daisy has a crush on you.,True
Ivern,"Watch out, Daisy's really protective of me.",True
Ivern,Don't play possum! Daisy hates possums!,True
Ivern,Daisy just loves to hug!,True
Ivern,"Daisy, be gentle.",True
Ivern,"Watch out, Daisy stampede!",True
Ivern,"Careful, Daisy doesn't know her own strength!",True
Ivern,"Bye, Daisy.",True
Ivern,"Bye bye, Daisy.",True
Ivern,"Thanks for playing, Daisy.",True
Ivern,"See you later, Daisy.",True
Ivern,"Once in a blue leaf, the earthworm will best the robin.",True
Ivern,"Hey, it's a thingy people use. Thank you.",True
Ivern,"Take all the gold, I really don't need it.",True
Ivern,This looks like it's going to grow on me.,True
Ivern,"Oh, I love boots. Where do they go again?",True
Ivern,These are so much better than the mudloafers I've been using.,True
Ivern,I hope I don't outgrow these.,True
Ivern,A worm's eye view often turns into a bird's eye view.,True
Ivern,Never hurts to be carefully carefree.,True
Ivern,Nature is always watching.,True
Ivern,Keep an eye out for new friends.,True
Ivern,Let me know if anyone tramples you.,True
Ivern,What shall I see?,True
Ivern,Now I'll see them see me.,True
Ivern,"Oh, a feather-backed caterpillar!",True
Ivern,Time is a flu--,True
Ivern,We are... toes are always large...,True
Ivern,Wonder what's... are plotting today...,True
Ivern,...st time you had your beaks sharp...,True
Ivern,Mushrooms always take my breath away.,True
Ivern,Woahoho.,True
Ivern,Woah.,True
Ivern,"Wooaah-ha-huh, the mountains look really wild today.",True
Ivern,Wooaahh.,True
Ivern,Woaahh.,True
Ivern,Wooaah-huh.,True
Ivern,"Hmm? Oh, hello. Shhh. Woohoo!",True
Ivern,Danger is coming... Hello. Shhh. Woohoo!,True
Ivern,Timber!,True
Ivern,Tree down!,True
Ivern,"Oh, that old body was getting creaky.",True
Ivern,Dying isn't so bad - now that the dying part's over.,True
Ivern,The end of life is filled with life.,True
Ivern,Hm. This new body's a little stiff! Must be an oak!,True
Ivern,Haha! Woohoo! Haha!,True
Ivern,Woohoo! Uh.,True
Ivern,Woohoo! Uh. Heh!,True
Ivern,Woohoo! Haha! Ta-da!,True
Ivern,Woohoo! Hahow! Hehe!,True
Ivern,Our spirits are... Malice is afoot.,True
Ivern,We are connect... regift my spire.,True
Ivern,Mushrooms will feast tonight.,True
Janna,The tempest is at your command.,True
Janna,As you wish.,True
Janna,"A stripped-down version of ""Burning Bright"" plays.",False
Janna,With ease.,True
Janna,Swiftly!,True
Janna,Breathlessly.,True
Janna,In harmony.,True
Janna,Upon the wind.,True
Janna,And you thought it was just a harmless breeze!,True
Janna,"Yes, it's true. For only $2.95 a minute, I will leave you breathless.",True
Janna,"Say hello to the winds of--- (double cough, clears throat) I don't know what came over me.",True
Janna,Janna laughs.,False
Janna,The tempest is upon them.,True
Janna,The storm approaches.,True
Janna,Gale winds unleashed.,True
Janna,For tranquility.,True
Janna,By your command.,True
Janna,"A shortened version of ""Burning Bright"" plays.",False
Janna,"This is Janna, live at Summoner's Rift! Hopefully I stay that way.",True
Janna,It's going to be another beautiful day in Summoner's Rift! Again.,True
Janna,"This is Janna, live at the - brr - Howling Abyss! Hopefully I stay that way.",True
Janna,I'm live at the scene and it's just... cats and dogs here.,True
Janna,Expect sporadic ganks.,True
Janna,Stay indoors today.,True
Janna,I get the worst assignments...,True
Janna,Mic check! Am I coming in?,True
Janna,We're looking at a one hundred percent chance of carnage!,True
Janna,Let's take a look at the minimap.,True
Janna,I'm gonna need a new umbrella.,True
Janna,We're seeing ideal conditions for a gorgeous lane.,True
Janna,"I'm on location, and it's - whoo! - not skirt weather!",True
Janna,"Trust me, I'm a weatherwoman.",True
Janna,"Wait, are we rolling?",True
Janna,What a scoop!,True
Janna,Expect a spawn of  Dragons every 6 minutes today.,True
Janna,Let my winds - and the teleprompter - guide you!,True
Janna,Stock up wards for low visibility locations.,True
Janna,"Five day forecast: sunshine, rainbows and bloodshed!",True
Janna,And this harass is gonna continue on into the evening!,True
Janna,It looks like there's a low chance any skillshots are gonna hit us!,True
Janna,Surrender is likely with high pressure systems all over the map.,True
Janna,A stormcloud forms above Janna and she opens her umbrella but is then shocked by lightning.,False
Janna,We may see a couple of clouds but nothing to worry abou- ahhh!,True
Janna,A little bit of precipitation is nothing to have a bad hair- urgh!,True
Janna,"So long as Janna's on stormwatch, you've got nothing to fe- agh!",True
Janna,Pressure is building!,True
Janna,You're in tornado alley!,True
Janna,Heavy winds approaching!,True
Janna,Hold on to your hats!,True
Janna,They're in for the storm of the century!,True
Janna,Death counts rising into the double digits tonight!,True
Janna,Perfect weather for a teamfight.,True
Janna,High risk of severe thunderstorm.,True
Janna,We're seeing a distinct chance of pentakills!,True
Janna,Pain front rolling in!,True
Janna,I didn't spend five years studying journalism for this.,True
Janna,Bringing you the most accurate weather.,True
Janna,Likelihood of acid rain nearing one-hundred percent!,True
Janna,This is shaping up to be a scorcher!,True
Janna,Things are really heating up here.,True
Janna,Unknown weather pattern!,True
Janna,Scary clouds!,True
Janna,Bundle up!,True
Janna,Incoming gale!,True
Janna,Cold front!,True
Janna,It's gusty!,True
Janna,We'll be right back with more pain and death after these messages!,True
Janna,We'll be right back after a word from our summoning platform!,True
Janna,"And back to you, shopkeeper!",True
Janna,Janna signing off... !,True
Janna,Back to you... !,True
Janna,"We're going to edit that out, right?",True
Jarvan_IV,"By my will, this shall be finished.",True
Jarvan_IV,Who dares defy my will?,True
Jarvan_IV,Protect the faithful.,True
Jarvan_IV,"For my father, the king.",True
Jarvan_IV,No quarter for the wicked.,True
Jarvan_IV,Find me greater foes.,True
Jarvan_IV,"Stand with me, brothers and sisters.",True
Jarvan_IV,Demacia: Now and forever.,True
Jarvan_IV,Today is a good day to die!,True
Jarvan_IV,We shall rest when we are dead!,True
Jarvan_IV,Fetch the rest of your team... I'll wait.,True
Jarvan_IV,You like my weapon? Come on over for a closer inspection!,True
Jarvan_IV,Demacia! Get some!,True
Jarvan_IV,Jarvan IV stands as if giving a rallying speech but accidentally crushes his toes with his lance and hops on one foot.,False
Jarvan_IV,"Sunder any army, crumble any mountain, leap the great--- owwawww... oh, my toesies.",True
Jarvan_IV,Awareness is the key to victory! Be sure you never let your guard dow--- awwowawwoah.,True
Jarvan_IV,Jarvan laughs.,False
Jarvan_IV,Jarvan grunts.,False
Jarvan_IV,I love a challenge.,True
Jarvan_IV,Purge the unjust.,True
Jarvan_IV,Topple their forces!,True
Jarvan_IV,Righteous retribution!,True
Jarvan_IV,Ours is but to do and die.,True
Jarvan_IV,DEMACIA!,True
Jarvan_IV,For the King!,True
Jarvan_IV,Dying sounds.,False
Jarvan_IV,I must... not... fail.,True
Jarvan_IV,Meet me in battle... and hold nothing back.,True
Jarvan_IV,"Your schemes end here, Swain.",True
Jarvan_IV,You have won this day.,True
Jax,Let's do this!,True
Jax,Surprise! I'm back.,True
Jax,Ready for battle!,True
Jax,Bring it on!,True
Jax,It's on!,True
Jax,"Here's to you, kid.",True
Jax,Who wants a piece of the champ?!,True
Jax,Imagine if I had a real weapon!,True
Jax,Jax laughs.,False
Jax,Jax grunts.,False
Jax,Who's next?!,True
Jax,Jax groans.,False
Jax,Would you look at that? I finally have a real weapon.,True
Jax,"How glorious! I was looking for a chance to try out my new... metal... uh, suit-Avalon! That's what it's called!",True
Jax,What have you all been up to? I just got back from killing monsters from another dimension.,True
Jax,Oh good. I needed a break from defending three whole kingdoms.,True
Jax,Jax of the Estercrest Kingdom at your service.,True
Jax,The view from up here is incredible!,True
Jax,Look how big I am!,True
Jax,The legends about me? All true.,True
Jax,Now this is what I call a warrior's stride!,True
Jax,Hey! This thing looks just like me!,True
Jax,Everyone oughta give this 'pilot' thing a try!,True
Jax,This is just what I need to get around town.,True
Jax,This is the best thing since boiled eggs.,True
Jax,Ah! I feel like a new Jax!,True
Jax,This Avalon better not slow me down.,True
Jax,What do they call these? 'Thrusters?' They're great!,True
Jax,"""Make way, for me!"" Jax laughs.",False
Jax,There's more to me than meets the eyes.,True
Jax,"What can I say, I was never a fan of stealth.",True
Jax,"Uh, is there a bathroom in here...? Uh... anywhere?",True
Jax,"I love how these... uh, 'engines' roar!",True
Jax,Now everyone can walk in the shadow of Jax.,True
Jax,Feels great to charge into battle like this!,True
Jax,My footprints must be huge!,True
Jax,"The lion's head was my idea. Perfect, right?",True
Jax,Three kingdoms. One Jax.,True
Jax,This Avalon can barely contain my might!,True
Jax,At that battle... what was it called? The one with the red cliffs... I sank an entire fleet by myself!,True
Jax,Can't believe I used to fight with a lamppost. It'll be hard going back.,True
Jax,"I need a snack! Now, where can I find some rice pudding?",True
Jax,"To be honest, for someone of my skill I'm not sure I need this Avalon. But don't tell my king that...",True
Jax,"Now that I got this Avalon, remind me why I need a team again?",True
Jax,The first time I captained this Avalon I knew it was made for a hero.,True
Jax,No one's born to command a giant suit of armor. Except me of course.,True
Jax,The people say I'm the best warrior in all three kingdoms. What good people they are.,True
Jax,"My hobbies include saving people, defending kingdoms, and eating eggs boiled at optimal temperatures.",True
Jax,"As a kid, I dreamed of leading armies into war. Now, I live out my dream inside a giant metal machine. Amazing.",True
Jax,"What fuels this, you ask? A little bit of monster essence and a whole lotta' Jax.",True
Jax,"Remember: it's not the Avalon, it's the Jax inside the Avalon, bringing it all together.",True
Jax,"Back in my kingdom, we had way more monsters to kill. Come on! Where are the monsters?",True
Jax,"Spinning axes, crass barbarian, hmm... what's your name again?",True
Jax,"Leona, matriarch of the Dawnrise Kingdom, I look forward to besting you in battle.",True
Jax,"Sett, this won't be like one of your barbaric fistfights, I actually have talent.",True
Jax,How many spectral soldiers must you hide behind Azir?,True
Jax,"Garen, broad shoulders do not make a warrior.",True
Jax,"Garen, warlord of Vercentia. Did you ask your meemaw for bigger pauldrons?",True
Jax,"Jarvan, I will pursue you until your death.",True
Jax,"Katarina, another princess turned assassin. I've defeated too many of you to count.",True
Jax,"Nidalee, the spirit of the white tiger. It'll be my honor to face you in combat.",True
Jax,"They call you the god of war Tryndamere, allow me to challenge that title.",True
Jax,"Your jade gauntlets are pretty, Vi, but will they prove useful in battle?",True
Jax,"I've heard the fables, Xin Zhao. Show me the power of a 'tiger general.'",True
Jax,"Riven, let's see if you can command the fire of dragons.",True
Jax,"Show me the might of the shadows, Talon.",True
Jax,"You, sir, look strong and handsome. Let's fight!",True
Jax,"Kid, you're a true warrior.",True
Jax,I was really hoping to test my Avalon on someone of greater importance.,True
Jax,I can't believe I have to waste my new weapons on you.,True
Jax,You stand between me and my nap time. This won't end well for you.,True
Jax,What was that? I couldn't hear it over the sound of my awesome legacy.,True
Jax,I like my action the way I like my eggs: hard-boiled.,True
Jax,"Little known fact, peeling eggs takes longer than saving kingdoms.",True
Jax,"My happy place is peace, quiet, and a boiled egg.",True
Jax,Haha! Tell me another one.,True
Jax,Let's see how these weapons feel!,True
Jax,Ha! An ant stands in my way!,True
Jax,Fight me! My kingdom demands it!,True
Jax,Are you shaking yet?,True
Jax,Say hello to my giant friend!,True
Jax,Opportunity amid chaos!,True
Jax,At least leave a dent!,True
Jax,Giant Jax comin' through!,True
Jax,By the mandate of heaven!,True
Jax,By royal decree!,True
Jax,Time to smash,True
Jax,For Estercrest!,True
Jax,Surprise! I never left!,True
Jax,I could beat you with a lamppost!,True
Jax,Allow me to demonstrate the art of war!,True
Jax,My new mace wants to meet you!,True
Jax,I'll make the earth quake!,True
Jax,Witness the best!,True
Jax,You lookin' to get crushed?,True
Jax,"Don't worry, I'll hold back.",True
Jax,Impress me!,True
Jax,You look small from up here!,True
Jax,Spin to win I guess!,True
Jax,Defense to offense!,True
Jax,I'll dodge it all!,True
Jax,Engage the counterattack!,True
Jax,I'll take them all by myself!,True
Jax,Let's see what this big red button does!,True
Jax,Maximum power!,True
Jax,Kick it to high gear!,True
Jax,A surprise to no one!,True
Jax,This was built to slay beasts far stronger than you.,True
Jax,Wow! I pack a punch!,True
Jax,"I feel alive! Wait, too soon?",True
Jax,"New Avalon, same results!",True
Jax,That was serious damage!,True
Jax,I'm a living legend.,True
Jax,I can't get over how explosive I am.,True
Jax,"Draven this. Draven that. Come on, nobody wants to hear that.",True
Jax,"Worry not, Leona. Your sons and daughters will carry Dawnrise to glory.",True
Jax,"Go back to fighting drunkards and bandits, Sett. You need the practice.",True
Jax,"An entire army, and still no match for me!",True
Jax,"Maybe spend less time spinning, and more time winning! Hahaha!",True
Jax,"What Vercentia needs is a leader, not an idiot.",True
Jax,"And now, Jarvan, your legend fades.",True
Jax,Stick to killing no-name generals Katarina.,True
Jax,Even the white tiger stood no chance.,True
Jax,What's a god of war to a nonbeliever?,True
Jax,"Maybe try bigger gauntlets, Vi.",True
Jax,"You died an honorable death, tiger general.",True
Jax,Riven. You were not worthy of the dragonfire blade.,True
Jax,"Back to the shadows with you, Talon.",True
Jax,Maybe use a real weapon next time.,True
Jax,I am the greatest! Don't you forget it!,True
Jax,Add this to the history books!,True
Jax,"To kingdoms everywhere, you're welcome!",True
Jax,What's that weird clicking sound? Better go check it out.,True
Jax,"Oh, right! The inventors told me to 'refuel' this thing, whatever that means.",True
Jax,My kingdom's in danger! Let me save everyone before we pick this back up.,True
Jax,My kingdom... carries on...,True
Jax,Tell the people I love them...,True
Jax,Huh. So that's what losing feels like.,True
Jax,Darn Avalon is holding me back!,True
Jax,That definitely hasn't happened before.,True
Jax,Who wants a piece of the champ?,True
Jayce,I fight for a brighter tomorrow.,True
Jayce,I'm always ready.,True
Jayce,Pave the way.,True
Jayce,Our future will be bright.,True
Jayce,Eyes on the horizon.,True
Jayce,Time to make a stand.,True
Jayce,I will light our path.,True
Jayce,Never a wrong step.,True
Jayce,Without fear.,True
Jayce,Jayce heroically leaps into the air and lands with force.,False
Jayce,This is what the future looks like.,True
Jayce,Feel free to give up now.,True
Jayce,Jayce prepares to fire his cannon but shoots out confetti instead.,False
Jayce,Heh. Gotcha!,True
Jayce,Did I scare you?,True
Jayce,Jayce laughs.,False
Jayce,Face the future.,True
Jayce,Strength through progress.,True
Jayce,Bring down the hammer.,True
Jayce,Fully charged!,True
Jayce,For Piltover!,True
Jayce,I'm going to enjoy this.,True
Jayce,Power slam!,True
Jayce,Accelerate!,True
Jayce,Electrify.,True
Jayce,Shocking.,True
Jayce,Energize!,True
Jayce,So long!,True
Jayce,Feel the thunder.,True
Jayce,They're history.,True
Jayce,To the skies!,True
Jayce,Hammer time!,True
Jayce,Cannon engaged.,True
Jayce,Transformation complete.,True
Jhin,"In carnage, I bloom, like a flower in the dawn.",True
Jhin,My genius will be understood - eventually.,True
Jhin,Jhin hums.,False
Jhin,PROJECT Jhin theme starts playing.,False
Jhin,Our performance begins.,True
Jhin,The stage is set.,True
Jhin,I suppose I must make do with this tawdry setting.,True
Jhin,"This stage is beneath my talent, but I shall elevate it.",True
Jhin,I will bring them an opera of death.,True
Jhin,"And now, the curtain rises.",True
Jhin,The work is what matters.,True
Jhin,Art requires a certain cruelty.,True
Jhin,The end is important in all things.,True
Jhin,My audience awaits.,True
Jhin,I must wait until the composition is perfect.,True
Jhin,"They're puppets. I pull their strings, and then they dance.",True
Jhin,Art must exist beyond reason.,True
Jhin,They call me mad. All artists are mad.,True
Jhin,I will not suffer this ugliness.,True
Jhin,I cannot be good. I must be perfection.,True
Jhin,Every element must be in place.,True
Jhin,I'm misunderstood. Beauty can't be evil.,True
Jhin,This performance needs more... zazz.,True
Jhin,It's so difficult to work under these conditions.,True
Jhin,My talent justifies all actions.,True
Jhin,I am at my best only during the performance.,True
Jhin,I am pure. My work is pure.,True
Jhin,My theater is the mind.,True
Jhin,Art should terrify.,True
Jhin,No poet's words could match my craft.,True
Jhin,Death should never be quick. It should be an opera.,True
Jhin,I shall choreograph this affair.,True
Jhin,What sweet sadness is killing?,True
Jhin,The world is cruel. It does not have to be ugly.,True
Jhin,Everyone wears a mask. I just chose to create my own.,True
Jhin,This art is a compulsion. I cannot resist it.,True
Jhin,Perfection isn't good enough.,True
Jhin,Behind every mask... is another mask.,True
Jhin,There is nothing for me but this.,True
Jhin,I never hurt anyone. It is the performance that kills.,True
Jhin,"Until they stop me, I will keep going.",True
Jhin,I am the singer without a voice. The dancer without legs.,True
Jhin,Only to the audience do I show my true face.,True
Jhin,Each bullet is a piece of my soul. Each shot is a piece of me.,True
Jhin,"I swear each performance is the last, but I lie every time.",True
Jhin,I am a slave to this passion.,True
Jhin,"My work asks questions, it never has answers.",True
Jhin,"Which is the lie? The mask, or my face?",True
Jhin,An icon doesn't have to explain himself.,True
Jhin,I wonder what they think when they see me.,True
Jhin,"Yes, the gun is ironic.",True
Jhin,I like a violent composition.,True
Jhin,This would be easier if blood came in more colours.,True
Jhin,Let's start the show.,True
Jhin,The ecstasy of opening night.,True
Jhin,"Smiles and screams, I bring both.",True
Jhin,"If I keep getting interrupted, how can I be expected to work?",True
Jhin,I was paid to put on a killer show.,True
Jhin,My clients expect the best.,True
Jhin,"They will dance, they will sing, they will die!",True
Jhin,"A costume, some makeup, a spray of blood.",True
Jhin,"It's very simple - when I shoot, they dance.",True
Jhin,My critics are... usually short-lived.,True
Jhin,"If I get this outfit dirty, I'm going to be so annoyed.",True
Jhin,I serve a discerning clientele.,True
Jhin,"Death is certain, but killing doesn't have to be ugly.",True
Jhin,"I provide catharsis for my clients, and my victims.",True
Jhin,I... orchestrate death.,True
Jhin,"I get nervous before every performance, but I need that feeling.",True
Jhin,The moment before the shot... is painful.,True
Jhin,It is only when the gun fires that I am alive.,True
Jhin,Mmm... the ecstasy of killing.,True
Jhin,The trigger on a loaded weapon... it whispers for us to act.,True
Jhin,I can't live without the euphoria of performance.,True
Jhin,Happiness... is a warm gun.,True
Jhin,I want to feel everything. The gun makes it so I do.,True
Jhin,I envy silence... because I must be loud.,True
