,champion,voice_line,is_spoken
1231,Akshan,What else can I add to this gun? Maybe a shovel. No-a ladder!,True
1232,Akshan,How does this boomerang return? Someday I'm going to learn its secrets.,True
1233,Akshan,"'Don't use the absolver', they said. 'No one must wield such a weapon'. Eh, I disagree.",True
1234,Akshan,Not everything happens for a reason. Some things need to be sorted out.,True
1235,Akshan,You try to rest and some lowlife kills one of your pals. Such is life.,True
1236,Akshan,They take one of mine. I take one of theirs.,True
1237,Akshan,Here we go. Get in. Avenge fallen ally. Get out.,True
1238,Akshan,A friend has gone silent. Let's wake them up shall we?,True
1239,Akshan,The bad part about having friends? Always having to avenge them.,True
1240,Akshan,I can feel them shaking in their armor. I love this part.,True
1241,Akshan,"Listen to them. 'Oh no, is Akshan coming to kill me?' Hahahahaha. I am!",True
1242,Akshan,Shadya would not approve of this act of vengeance but... she wouldn't approve of a lot of things.,True
1243,Akshan,"I hear the dead crying out for vengeance. I am coming, friend!",True
1244,Akshan,"Killing this person won't bring my friend back. Actually, it will! Let's go do that.",True
1245,Akshan,"Sorry, can't let you live. You understand.",True
1246,Akshan,Well. You look very guilty of something.,True
1247,Akshan,I've got something for you. It's... comeuppance.,True
1248,Akshan,I know what you're feeling. It's regret.,True
1249,Akshan,It's not too late to turn around you know.,True
1250,Akshan,"I don't know how you live with yourself, but you won't have to for long.",True
1251,Akshan,"Hey! Grappling hook buddies! No? Okay, suit yourself.",True
1252,Akshan,I know you! You're that kid who stole the gauntlet.,True
1253,Akshan,Well if it isn't sentinel serious. Look at all the rules I'm breaking.,True
1254,Akshan,You're from Shurima? And have a boomerang? We should hang out!,True
1255,Akshan,"Silly Viego, we can't bring back those we've lost. I mean, I can but... not you.",True
1256,Akshan,"Greetings, fellow sentinel! How strange that we are not friends today. Oh, well.",True
1257,Akshan,"You work with Viego, yes? Scoundrel by association!",True
1258,Akshan,"I taunt with my grappling hook. See how it taunts you? Taunt, taunt, taunt...",True
1259,Akshan,That was very clever. I hope it was worth your life.,True
1260,Akshan,"Akshan fires his grapple upwards intending to fly to the sky, only for it to fall short.",False
1261,Akshan,"Up, up and... maybe not.",True
1263,Akshan,Akshan laughs.,False
1264,Akshan,Effort sound,False
1268,Akshan,You know why I'm here.,True
1269,Akshan,"You're in deep, friend.",True
1270,Akshan,Take your comeuppance.,True
1271,Akshan,I don't envy you.,True
1272,Akshan,Have you no shame?,True
1273,Akshan,Confess!,True
1274,Akshan,Scoundrel!,True
1275,Akshan,Any last words?,True
1276,Akshan,You've been naughty.,True
1277,Akshan,"Tsk, tsk.",True
1278,Akshan,Vengeance with a smile.,True
1279,Akshan,Oh come now.,True
1280,Akshan,Say your goodbyes.,True
1281,Akshan,Defend yourself!,True
1282,Akshan,Eyes on the cape.,True
1283,Akshan,You don't deserve life.,True
1284,Akshan,I'm afraid you must pay.,True
1285,Akshan,Too late to atone.,True
1286,Akshan,This is when I shoot you.,True
1287,Akshan,You earned this.,True
1288,Akshan,Look at it go!,True
1289,Akshan,Ha! Boomerang!,True
1290,Akshan,All in the wrist.,True
1291,Akshan,Ha!,True
1292,Akshan,Watch it fly!,True
1293,Akshan,Ha ha! Their eyes cannot find me.,True
1294,Akshan,"Stealth tiiime!"" Akshan lowers the tone of his voice ""I mean... Stealth time...",True
1295,Akshan,To the shadows... where the scoundrels hide.,True
1296,Akshan,"Ohohoho, I love sneaking.",True
1297,Akshan,"Sometimes, I even sneak up on myself!",True
1298,Akshan,"I'm back! Take note, evil!",True
1299,Akshan,Gotcha!,True
1300,Akshan,You're an easy one to find.,True
1301,Akshan,"Knock, knock. Vengeance calling.",True
1302,Akshan,Ha! I have you now.,True
1303,Akshan,Miss me?,True
1304,Akshan,Hey! I snuck in.,True
1305,Akshan,That's right. It is I.,True
1306,Akshan,So... how's it going?,True
1307,Akshan,Ha! I have sneaked upon you!,True
1308,Akshan,"Yes, yes. You can thank me later.",True
1309,Akshan,Go. And die no more.,True
1310,Akshan,Have a good rest?,True
1311,Akshan,"Dear friends, please stop dying. -Love, Akshan.",True
1312,Akshan,Reclaimed by the light! Yadda-yadda-yadda...,True
1313,Akshan,There you are. Welcome back.,True
1314,Akshan,It was nothing. Really.,True
1315,Akshan,You are reclaimed. Go! Live!,True
1316,Akshan,"Let's try not to do that again, hm?",True
1317,Akshan,Coming through!,True
1318,Akshan,"Akshan, away!",True
1319,Akshan,Whoosh!,True
1320,Akshan,Watch your head!,True
1321,Akshan,It's as fun as it looks.,True
1322,Akshan,Heads up!,True
1323,Akshan,You're going to love this!,True
1324,Akshan,Here comes the 'uppance!,True
1325,Akshan,"Oh, the anticipation!",True
1326,Akshan,"Oh, so exciting!",True
1327,Akshan,Akshan yells.,False
1328,Akshan,Akshan shouts.,False
1331,Akshan,Consider yourself... absolved.,True
1332,Akshan,Now think about what you did.,True
1333,Akshan,Always hard taking a life. But I get over it.,True
1334,Akshan,That was quite satisfying.,True
1335,Akshan,Yeah. I'd say we're even.,True
1336,Akshan,"You know you had that coming, right?",True
1337,Akshan,"There, now everyone's happy. Except you.",True
1338,Akshan,Hahaha! They never except the grappling hook!,True
1339,Akshan,"Like the mysterious boomerang, I always return.",True
1340,Akshan,I come and go at unpredictable times. That is Akshan's thing!,True
1341,Akshan,Now for my grand escape. Grappling hook!,True
1342,Akshan,"Right, then. Up we go!",True
1343,Akshan,Only one way out of this mess. Skyward!,True
1344,Akshan,Absolve... me.,True
1345,Akshan,That hurts...,True
1346,Akshan,Oh... I see...,True
1347,Akshan,Akshan groans.,False
1349,Akshan,Shadya's frowning at me now. I should've paid more attention to her lessons.,True
1350,Akshan,Someone gave me comeuppance? Ha! Who do they think they are?,True
1351,Akshan,"Yes, yes. The guy who revives people died... I'm really going to hear about this one...",True
1352,Akshan,So... back at square one again. Let us proceed to a better square.,True
1353,Akshan,Well. This is embarrassing.,True
1354,Akshan,"No shame in starting over! So I tell myself, anyway.",True
1355,Alistar,Nothing can hold me back!,True
1356,Alistar,Now I'm angry.,True
1357,Alistar,You must follow.,True
1358,Alistar,I know the way.,True
1359,Alistar,Nothing can hold me back.,True
1360,Alistar,Stampede!,True
1362,Alistar,Mess with the bull and you get the horns!,True
1363,Alistar,You can't milk those.,True
1364,Alistar,Alistar laughs.,False
1367,Alistar,Alistar hits a cowbell.,False
1368,Alistar,A crowd cheers.,False
1369,Alistar,Who's ready to lock horns with me?!,True
1370,Alistar,GG!,True
1371,Alistar,You are strong!,True
1372,Amumu,I thought you'd never pick me.,True
1373,Amumu,Aww.,True
1374,Amumu,Okay.,True
1376,Amumu,Where are we going?,True
1377,Amumu,"Hey, come back.",True
1378,Amumu,Let's find some friends.,True
1379,Amumu,Come play with me.,True
1380,Amumu,Let me give you a hug.,True
1381,Amumu,Let's be friends forever.,True
1382,Amumu,Amumu laughs,False
1385,Amumu,Would you like to be friends?,True
1387,Amumu,Let's play again some time!,True
1388,Anivia,On my wings.,True
1389,Anivia,I shall endure.,True
1390,Anivia,"Meaning, in every snowflake.",True
1391,Anivia,Something ancient stirs.,True
1392,Anivia,"I am neither the first, nor the last.",True
1393,Anivia,What change will this wind bring?,True
1394,Anivia,Take time to reflect.,True
1395,Anivia,I dream of eras past.,True
1396,Anivia,Think beyond one lifetime.,True
1397,Anivia,We are all connected.,True
1398,Anivia,I will be reborn.,True
1399,Anivia,Forever watchful.,True
1400,Anivia,"Winter wind, guide me.",True
1401,Anivia,A thousand lives will I give for the Freljord.,True
1402,Anivia,Let's soar.,True
1403,Anivia,I have felt this corruption before.,True
1404,Anivia,"So young, so naïve!",True
1405,Anivia,"Poor creatures, so confined by a single life!",True
1406,Anivia,Laying an egg isn't as easy as it looks.,True
1407,Anivia,The chicken or the egg? Actually I came first.,True
1408,Anivia,Anivia laughs.,False
1412,Anivia,Find peace.,True
1413,Anivia,Life passes so swiftly.,True
1414,Anivia,I bring the storm.,True
1416,Anivia,A great darkness approaches.,True
1417,Anivia,The Freljord awakens.,True
1418,Anivia,Do not tempt the blizzard.,True
1419,Anivia,I will not forsake my home.,True
1420,Anivia,"I am the snow, wind, and ice.",True
1421,Anivia,The cycle closes.,True
1422,Anivia,Samba music plays.,False
1423,Anivia,Anivia grunts.,False
1427,Anivia,Anivia dances to Samba music.,False
1428,Anivia,Anivia groans.,False
1433,Anivia,I hear whispers beneath the ice.,True
1434,Anivia,"Endless cold, endless peace.",True
1435,Anivia,A world in perfect stillness.,True
1436,Anivia,The cycle ends here.,True
1437,Anivia,Life is corruption. Ice is purity.,True
1438,Anivia,The abyss speaks through me.,True
1439,Anivia,I have seen eons of suffering.,True
1440,Anivia,A beating heart holds violence within.,True
1441,Anivia,My skies darken.,True
1442,Anivia,I will have serenity.,True
1443,Anivia,"Come mortal beings, bring your armies to my domain. All will perish in endless winter.",True
1444,Anivia,"The wind will howl, the stone will crumble and the world will freeze beneath my wings!",True
1445,Anivia,Your dream has failed.,True
1446,Anivia,The Freljord is lost!,True
1447,Anivia,"I will not spare you, Lissandra!",True
1448,Anivia,"Your plots are undone, Lissandra.",True
1449,Anivia,Strength cannot save you.,True
1450,Anivia,You too will succumb!,True
1451,Anivia,Behold my darkest power: laying an egg... uh... nope.,True
1452,Anivia,"With this dark power, I can finally... ugh, no... still not... easy.",True
1461,Anivia,They were lost long ago.,True
1462,Anivia,As meaningless as one snowflake.,True
1463,Anivia,So many chances... wasted.,True
1464,Anivia,Snuff out the fire of chaos.,True
1465,Anivia,Freeze the fury in their blood.,True
1466,Anivia,Eternal winter.,True
1467,Anivia,Frozen... forever.,True
1468,Anivia,The world must be saved from itself.,True
1469,Anivia,A heart of ice cannot bleed.,True
1470,Anivia,Vile tainted things.,True
1471,Anivia,To the bitter end.,True
1492,Annie,You wanna play too? It'll be fun!,True
1493,Annie,I want a turn!,True
1494,Annie,Have you seen my bear Tibbers?,True
1495,Annie,This way!,True
1497,Annie,Are we there yet?,True
1498,Annie,I never play with matches.,True
1499,Annie,Don't be a scaredy cat!,True
1500,Annie,"Hop, skip, jump!",True
1501,Annie,"Come out, come out, wherever you are!",True
1502,Annie,Beaten by a little girl... ha!,True
1503,Annie,You can't come to Tibbers' tea party! Bleh!,True
1504,Annie,I'm rubber and you're... on fire!,True
1505,Annie,You smell like burning!,True
1506,Annie,What's your favorite animal? A bear?,True
1507,Annie,Annie laughs.,False
1511,Annie,Take that!,True
1512,Annie,Don't make me hurt you!,True
1513,Annie,"Eeny, meeny, miny, burn!",True
1514,Annie,Let's count to five!,True
1516,Annie,Play time!,True
1517,Annie,Can they do this?,True
1518,Annie,This is fun!,True
1519,Annie,"Ashes, ashes, they all fall down.",True
1520,Annie,"Get 'em, Tibbers!",True
1521,Annie,Bear hug!,True
1522,Annie,Tibbers!,True
1523,Annie,"Yay, Tibbers!",True
1524,Annie,Found him!,True
1525,Annie,"Uh..."" *Coughs* ""Tibbers.",True
1526,Annie,Hi! My friend Tibbers wants to meet you...,True
1527,Annie,"C'mon Tibbers, let's play one more.",True
1529,Aphelios,"So many weapons, Aphelios. The deadliest is your faith.",True
1530,Aphelios,"Condemned to darkness, where our power grows.",True
1531,Aphelios,"Most of Aphelios' quotes are spoken by his sister,  Alune.",False
1532,Aphelios,Aphelios… I hear you. I know what you sacrifice.,True
1533,Aphelios,"Even from across the celestial veil… I will be with you, brother.",True
1534,Aphelios,"It always starts with pain. We can only do this together, Aphelios.",True
1535,Aphelios,"Your life upon the altar, brother… I will not betray it.",True
1536,Aphelios,"With every step, two steps. With every breath, two breaths.",True
1537,Aphelios,"Order fights for light. Chaos fights for darkness. In the moon, we have found both: a way to survive.",True
1538,Aphelios,"We are meant to hate each other. But we will show them all, wicked and divine, that we are stronger together.",True
1539,Aphelios,"Will they still call you 'fiend' when they die, looking in your eyes? Or will they see the savior I see, Aphelios?",True
1540,Aphelios,"You knew this would not be easy, the way forward written in scars.",True
1541,Aphelios,"You walk the path of darkness, but you do not walk it alone, brother.",True
1542,Aphelios,"Remember what you have learned, brother.",True
1543,Aphelios,"When your steps falter, brother, follow my voice.",True
1544,Aphelios,"Find your orbit, brother.",True
1545,Aphelios,"Do not look back, Aphelios.",True
1546,Aphelios,You are the weapon the Lunari need.,True
1547,Aphelios,"By my word, you walk into the night.",True
1548,Aphelios,You are not alone. Remember our promise.,True
1549,Aphelios,I am your sister. I am listening.,True
1550,Aphelios,I'm never further than a whisper echoing in silence.,True
1551,Aphelios,Even when I close my eyes… I'll never look away.,True
1552,Aphelios,I am with you… shining above.,True
1553,Aphelios,"Through your eyes, I see such wonders…",True
1554,Aphelios,"Beneath the mask of silence… I know your true face, brother.",True
1555,Aphelios,"Again and again, I see you reach… for me.",True
1556,Aphelios,How can I help you when I put your life at risk?,True
1557,Aphelios,"From our fortress, I will guide you. I promise.",True
1558,Aphelios,I beseech the moon to protect you.,True
1559,Aphelios,I am right. This is what the moon tells me.,True
1560,Aphelios,Walk where I cannot.,True
1561,Aphelios,We must find each other before every first light.,True
1562,Aphelios,We're in this together. Darkness and light.,True
1563,Aphelios,"As light reveals our path, so will darkness.",True
1564,Aphelios,"The brighter my light, the stronger your shadow.",True
1565,Aphelios,Darkness is not heresy. It lies within us all.,True
1566,Aphelios,We cannot let fear trap us in twilight.,True
1567,Aphelios,Our destiny is hidden in the night.,True
1568,Aphelios,The moon shines brightest in darkness.,True
1569,Aphelios,The dawn will know the night's silence.,True
1570,Aphelios,"Each of us, an offering.",True
1571,Aphelios,All we ask is for a witness to our sorrow.,True
1572,Aphelios,We walk through violence. Born of shadow. Born of light.,True
1573,Aphelios,Aphelios hyperventilates.,False
1574,Aphelios,"Even when the moon is new, it is there. A whisper to the shadows of your soul… I am with you.",True
1575,Aphelios,"It is as the moon revealed, Aphelios. As beautiful. As terrifying.",True
1576,Aphelios,Our path is set between the last breaths taken by our enemies.,True
1577,Aphelios,"You will make death more than death, brother. You will make it holy.",True
1578,Aphelios,"We cannot touch the moon. But its light can touch us. Shouldn't that be enough? Light, on our fingers…",True
1579,Aphelios,"Without pain, we would not need faith. The moon would not need us. We would not need each other, Aphelios.",True
1580,Aphelios,"The fortress is quiet. If only you could be here, Phel. You would make this stone seem loud.",True
1581,Aphelios,"If pain is what awaits us in the darkness, brother… we must run to it, unafraid.",True
1582,Aphelios,"What we want, what we need, what we must do… I envy the ignorant.",True
1583,Aphelios,"The Solari call us heretics, but when darkness comes, brother, they will need our light.",True
1584,Aphelios,You cannot feel the tear running down your cheek. I cannot wipe it away…,True
1585,Aphelios,Our thoughts touch… impossibly close. Which of us am I?,True
1586,Aphelios,The fortress looms around me. It is everything. It is the only thing.,True
1587,Aphelios,"You make yourself a weapon, so you do not have to feel. But you are not a weapon; you are my brother.",True
1588,Aphelios,Phel… You have made every movement a thousand times. Until you bleed. Until you do not have to think.,True
1589,Aphelios,"The pain makes you numb. But I can still feel, brother. I know the truth that pain hides.",True
1590,Aphelios,I see further through the celestial veil. What we call truth is shadow.,True
1591,Aphelios,Our faith will be tested.,True
1592,Aphelios,"We have no enemies, Aphelios. Only those fated to meet us in the night.",True
1593,Aphelios,"Diana knows the moon's name, Aphelios. I can feel it on her heart.",True
1594,Aphelios,The aspect of the moon. What is she fleeing? What has she done?,True
1595,Aphelios,Our aspect has returned… bringing darkness.,True
1596,Aphelios,"Senna, in darkness, we find each other.",True
1597,Aphelios,"Soraka knows our pain, yet tells us not to feel it. To deny ourselves.",True
1598,Aphelios,"Yuumi is much friendlier when she visits me in the spirit realm, snuggling at my feet while I read Book and imagine the rain.",True
1599,Aphelios,"We were born to twin destinies, to tragedy, as the sisters were before us.",True
1600,Aphelios,What do they hold if they only reach for the trigger?,True
1601,Aphelios,The greatest power is the power greater than ourselves.,True
1602,Aphelios,"To become a vessel for the heavens, one only needs faith.",True
1603,Aphelios,"The moon is with us in darkness, but it is not there for us.",True
1604,Aphelios,The Solari do not see: we shine brightest with another's light.,True
1605,Aphelios,"Aphelios showcases his main and off-hand weapons to the side, and pretends to shoot a flower with his finger.",False
1606,Aphelios,"Aphelios takes a sip out of a bowl, then drops it on the ground, begins coughing, trips over, and falls while the bowl lands on his head.",False
1607,Aphelios,He then sighs.,False
1608,Aphelios,Hah.,True
1610,Aphelios,The power of your belief.,True
1611,Aphelios,Soul and skill converge.,True
1612,Aphelios,"Through sacrifice, all things.",True
1613,Aphelios,"By light, the moon speaks!",True
1614,Aphelios,"Believe, Aphelios.",True
1615,Aphelios,A reckoning in stone.,True
1616,Aphelios,We hide no longer.,True
1617,Aphelios,Night embrace you!,True
1618,Aphelios,Weapons aimed by destiny.,True
1619,Aphelios,"You have bled, so they will.",True
1620,Aphelios,"Every movement, a ceremony.",True
1621,Aphelios,It ends in silence.,True
1622,Aphelios,Until night is everything.,True
1623,Aphelios,They orbit their end.,True
1624,Aphelios,You are the moon's eclipse.,True
1625,Aphelios,No thought moves your hand.,True
1626,Aphelios,This will be your voice.,True
1627,Aphelios,Your fight echoes even here.,True
1628,Aphelios,I send you… light.,True
1629,Aphelios,In your hand. From my heart.,True
1630,Aphelios,Generic quotes have a chance to play on any weapon.,False
1631,Aphelios,"Reach out, Aphelios.",True
1632,Aphelios,Stone and spirit return to you.,True
1633,Aphelios,Blessings of the moon.,True
1634,Aphelios,"For every phase, a weapon.",True
1635,Aphelios,An omen in your grasp.,True
1636,Aphelios,Carry the faith with you.,True
1637,Aphelios,Born of night.,True
1638,Aphelios,Calibrum.,True
1639,Aphelios,Moonlight will guide your aim.,True
1640,Aphelios,"I will extend your reach, brother.",True
1641,Aphelios,The full moon reveals.,True
1642,Aphelios,Severum.,True
1643,Aphelios,Harvest death for life.,True
1644,Aphelios,"With every slash, resurrection.",True
1645,Aphelios,The moon gathers darkness on the crescent's edge.,True
1646,Aphelios,Infernum.,True
1647,Aphelios,Cosmic flame will fill the night.,True
1648,Aphelios,Enlighten the many.,True
1649,Aphelios,The moon grows in flame.,True
1650,Aphelios,Gravitum.,True
1651,Aphelios,Darkness will weigh upon them.,True
1652,Aphelios,They will not escape what is coming.,True
1653,Aphelios,Their steps will falter in darkness.,True
1654,Aphelios,A new moon. The same darkness.,True
1655,Aphelios,Crescendum.,True
1656,Aphelios,An orbit of blades.,True
1657,Aphelios,"Death, arcing from your hand.",True
1658,Aphelios,"The half moon, perfectly balanced.",True
1659,Aphelios,Aphelios grunts.,False
1662,Aphelios,Aphelios yells.,False
1665,Aphelios,I am with you.,True
1666,Aphelios,I am with you!,True
1667,Aphelios,"When you shine, the moon can worship. You did well, Aphelios.",True
1668,Aphelios,"They are motes of dust, shimmering in moonlight.",True
1669,Aphelios,A prayer for their souls. Torn from the night.,True
1670,Aphelios,"To make a life of death… you do what you have to, brother.",True
1671,Aphelios,Not even she knew what she would do. That was why she was afraid.,True
1672,Aphelios,The heavens turn toward darkness. Now is our time.,True
1673,Aphelios,"Mother moon, guide them.",True
1674,Aphelios,"Be careful, Phel.",True
1675,Aphelios,"Phel, you're hurt.",True
1676,Aphelios,You will not suffer in silence.,True
1677,Aphelios,Blood upon still lips.,True
1678,Aphelios,Only one of us is safe.,True
1679,Aphelios,We bleed when we cannot cry.,True
1686,Aphelios,"Aphelios groans and expires. ""No, I was supposed to help you! I knew…""",False
1687,Aphelios,"Aphelios groans and expires. ""Phel… I'm sorry.""",False
1688,Aphelios,"Aphelios groans and expires. ""I'll find you. I promise.""",False
1689,Aphelios,Aphelios groans and expires.,False
1690,Aphelios,"As darkness falls, the moon rises.",True
1691,Aphelios,"Out of darkness, the moon is born anew.",True
1692,Aphelios,I will not let you die.,True
1693,Aphelios,"Faith, brother.",True
1694,Ashe,All the world on one arrow.,True
1695,Ashe,Coward! May you die with your eyes closed.,True
1696,Ashe,Avarosa guide me.,True
1697,Ashe,Lead the target.,True
1698,Ashe,We will unite the Freljord.,True
1699,Ashe,Swiftly now!,True
1700,Ashe,We must press on!,True
1701,Ashe,Peace requires a steady hand.,True
1702,Ashe,Do not confuse mercy for weakness.,True
1703,Ashe,A battle worthy of the Freljord.,True
1704,Ashe,"Today, the fate of our people hangs in the balance.",True
1705,Ashe,The Freljord shall unite!,True
1706,Ashe,Let's see how close they can get.,True
1707,Ashe,My tribe will bring peace to the North. The South should fear us.,True
1708,Ashe,"Move quickly, position well, and the battle is won before blood is drawn.",True
1709,Ashe,I will show them the power of an Iceborn.,True
1710,Ashe,We are all kin of kin. Blood of blood.,True
1711,Ashe,"The day our tribes are one, the world will tremble.",True
1712,Ashe,"I am Freljordian. Family, tribe, they are all.",True
1713,Ashe,I am a Warmother. I have given oaths to few. I have taken oaths from many.,True
1714,Ashe,"Seek peace, but bring the tools of war.",True
1715,Ashe,The bow is my will given form. I am it. It is me.,True
1716,Ashe,"No fate is written, except by us.",True
1717,Ashe,Gods and spirits guide us. But our lives... are our own.,True
1718,Ashe,There will be peace in the Freljord. I will forge it.,True
1719,Ashe,My people know only cold and hardship. I will teach them peace.,True
1720,Ashe,I hold a bow of true ice. I hold my heart.,True
1721,Ashe,"Hearthbound and Iceborn, Spirit Walker and Fireborn, All Freljordians are my kin.",True
1722,Ashe,"I was born into poverty, all Freljordians are.",True
1723,Ashe,I will not allow us to be divided. We are one.,True
1724,Ashe,They think me cold. I have seen things the Southerners cannot imagine.,True
1725,Ashe,What is goodness but trying to do better than your forebears?,True
1726,Ashe,"The ice is not pain, it is surrender.",True
1727,Ashe,"Together, we are strong. Together, we are... Avarosan.",True
1728,Ashe,I do not seek the throne of Avarosa.,True
1729,Ashe,I dream of a nation for my people.,True
1730,Ashe,"When I say Avarosa, I hear my mother, and her dreams.",True
1731,Ashe,"Glory to the  Volibear, the  Thousand-Pierced Beast. Give my people the resilience of your wilderness and the fury of your storm.",True
1732,Ashe,"Praise  Ornn, the Firebringer. I ask for your wisdom, First Builder and Forgelord.",True
1733,Ashe,"Praise  Anivia, the Frostbringer. Let us feel the coming of change. Grant us the freedom to travel in safety.",True
1734,Ashe,"Praise  Kindred, the Two Hunters. Pray we see death's approach, so we may complete our labors and die with our eyes open.",True
1735,Ashe,Blessed Three Sisters. Give me strength to endure what I must. Give me courage to fight who I must. Give me knowledge to see the truth.,True
1736,Ashe,"Bless us, Ildhaurg, Warden of Sacrifice. Protect my  husband. Protect my people. If my death pleases you, let it sustain my tribe.",True
1737,Ashe,"My mother loved me. She fought and died trying to give me a better life. So I fight, and will die fighting, to give all Avarosans a better life.",True
1738,Ashe,I have heard no better words than 'The strong must try the impossible.' This is the oath I must fulfill.,True
1739,Ashe,"In the north, a great chieftain is called 'Warmother.' Who but a mother has the right to risk lives in war?",True
1740,Ashe,"The goddess Avarosa... I say I hear her voice. But I hear only my mother's, and mourn her passing.",True
1741,Ashe,I dream of the day after the tribes are unified. I dream of no longer needing to lead.,True
1742,Ashe,It is not the goddess Avarosa's glory I wish to recapture; it is our people's.,True
1743,Ashe,"Hmph, 'destiny.' I have always hated that word. It is a wyrm that ruins lives and murders innocence. It is a deceiver and bringer of woe.",True
1744,Ashe,I am a Warmother—a chieftain. Only because no one else will do what must be done.,True
1745,Ashe,"We praise the leader who unifies, forgetting it is only the unity that matters.",True
1746,Ashe,What is it to lead? It is to lie. It is to preach caution even when you are elated. It is to give hope even when you feel none.,True
1747,Ashe,"You do not aim a bow at the target, you fire knowing where the target will be. This is vision.",True
1748,Ashe,I loved my mother. I loved my battlesister. I love my people. It is because of this love that I fight.,True
1749,Ashe,"Clan or tribe, they will join us. This is the will of Avarosa.",True
1750,Ashe,"Avarosan is the tribe of many, because all Freljordians are one people.",True
1751,Ashe,"Avarosa speaks one truth, as all gods must. She is our dream of unity.",True
1752,Ashe,The Three Sisters are a myth that has strangled our people. It is a tale of failure.,True
1753,Ashe,Know this! I am Ashe! I am the bow!,True
1754,Ashe,"I am Ashe, Daughter of Grena! Warmother of the Avarosans!",True
1755,Ashe,"Prepare yourself, you face an Iceborn!",True
1756,Ashe,"Anivia, how often have I sought your guidance? And how like a god to betray a mortal's trust!",True
1757,Ashe,Braum! What are you doing over there?! Are you drunk?,True
1758,Ashe,Gragas! Are you blind?! You're on the wrong side! Again!,True
1759,Ashe,"Lissandra, the fate of our people hangs in the balance, and you betray me?!",True
1760,Ashe,"You named me battlesister and kin, Sejuani. Do not make me fight you!",True
1761,Ashe,Trolls are the enemy of mankind! You will die like a beast!,True
1762,Ashe,Tryndamere...? What have you become?!,True
1763,Ashe,"Shaman, I am no enemy of the old gods or Sejuani! Must we fight?",True
1764,Ashe,"Ancient one, go! The Volibear is honored here, but unwanted!",True
1765,Ashe,Take a good look; it's the last you'll get.,True
1766,Ashe,This is the latest in Freljordian fashion. They call it a... skirt.,True
1767,Ashe,"This outfit makes total sense, just look closer and think about it... less.",True
1768,Ashe,"So, Braum. No shirt, huh? And I don't have pants. Yay, Freljord.",True
1769,Ashe,"Braum, we are a winter people from a frozen land. So we must... pop it, pop it!",True
1770,Ashe,"So, which one is the pig? Kidding!",True
1771,Ashe,How do you like the curves? I was talking about the bow.,True
1772,Ashe,"Yay, Freljord! Did any of us get cold weather clothes?",True
1773,Ashe,"Ashe attempts to fire her bow, only for the arrow to hit her head.",False
1774,Ashe,"No, really, put that apple on your head... ugh! Ah... ohh... hmm...",False
1775,Ashe,"I don't have to see you to shoot you... ow! Ugh, oh, really?",True
1776,Ashe,"Ha ha! Check this out... agh! Ugh, who makes a bow out of ice?!",True
1777,Ashe,Ashe laughs.,False
1781,Ashe,My aim is steady.,True
1782,Ashe,My arrows fly true.,True
1783,Ashe,I don't miss.,True
1784,Ashe,I do my best work from afar.,True
1785,Ashe,Never. Lose. Focus!,True
1786,Ashe,This is my warning to you.,True
1787,Ashe,Thunk.,True
1788,Ashe,"As ice shatters, so shall you!",True
1789,Ashe,You face an Iceborn.,True
1790,Ashe,Flee from the cold.,True
1791,Ashe,My mercy has limits.,True
1792,Ashe,You face true ice. You face death.,True
1793,Ashe,For the Freljord!,True
1794,Ashe,You would challenge an Iceborn?,True
1795,Ashe,Fate will treat you coldly.,True
1796,Ashe,Fate did not choose you.,True
1797,Ashe,Feel winter's sting.,True
1798,Ashe,I was raised for war! I am Iceborn.,True
1799,Ashe,"I greet you, as a Freljordian!",True
1800,Ashe,Hmph. The cold does not forgive.,True
1801,Ashe,"I will face you, sister.",True
1802,Ashe,Strike quickly!,True
1803,Ashe,Faster than my arrows? I think not!,True
1804,Ashe,Stand together!,True
1805,Ashe,This is the fury of an Iceborn!,True
1806,Ashe,Rain death!,True
1807,Ashe,Make it count!,True
1808,Ashe,I won't miss!,True
1809,Ashe,Let fly!,True
1810,Ashe,Can't miss!,True
1811,Ashe,Arrows fly!,True
1812,Ashe,Away!,True
1813,Ashe,Reveal what is hidden.,True
1814,Ashe,Lead our way.,True
1815,Ashe,Show us a path!,True
1816,Ashe,"Anivia, guide us.",True
1817,Ashe,"Spirit, reveal our way.",True
1818,Ashe,"All that frost touches, we know.",True
1819,Ashe,I AM THE BOW!,True
1820,Ashe,Ashe yells.,False
1824,Ashe,No one escapes my aim.,True
1825,Ashe,No one escapes winter.,True
1826,Ashe,No one escapes my bow.,True
1827,Ashe,Right between the eyes.,True
1828,Ashe,I only needed one shot.,True
1829,Ashe,You fought an Iceborn. Death was the only possible outcome.,True
1830,Ashe,"Svaag, warmblood, was that your best? I killed you without trying.",True
1831,Ashe,"Heh. Svaag, I've seen babies fight better than you.",True
1832,Ashe,No sagas will mark their passing.,True
1833,Ashe,"Mark where they died, that was as close as they got.",True
1834,Ashe,"They fought an Iceborn, they died.",True
1835,Ashe,Are all southerners so weak?,True
1836,Ashe,"Sejuani! Goodbye, sister.",True
1837,Ashe,"Die, troll. My tribe will destroy your foul race.",True
1838,Ashe,"Tryndamere, my love. I always suspected this would be our end.",True
1839,Ashe,"May the voices quiet for you, shaman.",True
1840,Ashe,"Man no longer needs the Volibear. Return, and I will slay you again.",True
